Company Name,Similar Name,Target,Simple Ratio,partial Ratio,Token Sort Ratio,Token Set Ratio,word match percentage,first word match,last word match,character_matching_percentage,cosine similarity
FUJITSU TECHNOLOGY SOLUTIONS GMBH,FUJITSU TECHNOLOGY SOLUTIONS GMBH FTS ORDER FULFIL,1,80,100,80,100,57.14285714285714,True,False,66.0,0.7559289460184544
FUJITSU TECHNOLOGY SOLUTIONS GMBH,FUJITSU TECHNOLOGY SOLUTIONS GMBH HERR MARC JUNGEN,1,80,100,80,100,57.14285714285714,True,False,66.0,0.7559289460184544
FUJITSU TECHNOLOGY SOLUTIONS GMBH,FUJITSU TECHNOLOGY SOLUTIONS,1,92,100,92,100,75.0,True,False,84.84848484848484,0.8660254037844388
FUJITSU TECHNOLOGY SOLUTIONS GMBH,FUJITSU TDS GMBH,1,61,72,61,86,40.0,True,True,27.27272727272727,0.5773502691896258
COMSCORE,COMSCORE COMSCORE,1,64,100,64,100,100.0,True,True,47.05882352941176,1.0
COMSCORE,COMSCORE NETWORKS,1,64,100,64,100,50.0,True,False,47.05882352941176,0.7071067811865475
CHINA MOBILE GROUP SICHUAN,CHINA MOBILE GROUP SHANXI,0,90,91,90,90,60.0,True,False,76.92307692307693,0.75
UNIVERSITY OF NEBRASKA,UNIVERSITY OF NEBRASKA AT KEARNEY,0,80,100,80,100,60.0,True,False,66.66666666666666,0.7745966692414834
UNIVERSITY OF NEBRASKA,UNIVERSITY OF NEBRASKA AT LINCOLN,0,80,100,80,100,60.0,True,False,66.66666666666666,0.7745966692414834
CONAIR,CONAIR,0,100,100,100,100,100.0,True,True,100.0,1.0
CONAIR,CONAIR LL ,1,75,100,80,100,50.0,True,False,60.0,0.7071067811865475
WHOLE FOODS,WHOLE FOODS MARKET LP,1,69,100,69,100,50.0,True,False,52.38095238095239,0.7071067811865475
WHOLE FOODS,WHOLE FOODS MARKET NA REGION,1,56,100,56,100,40.0,True,False,39.285714285714285,0.6324555320336758
WHOLE FOODS,WHOLE FOODS MARKET SERVICES,1,58,100,58,100,50.0,True,False,40.74074074074074,0.7071067811865475
YASKAWA ELECTRIC AMERICA,YASKAWA AMERICA,1,77,75,77,100,66.66666666666666,True,True,37.5,0.816496580927726
SPIN VFX,SPIN VFX,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
SPIN VFX,SPIN,0,67,100,67,100,50.0,True,False,50.0,0.7071067811865475
URBAN REDEVELOPMENT AUTHORITY,URBAN REDEVELOPMENT AUTHORITY,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
URBAN REDEVELOPMENT AUTHORITY,URBAN RENEWAL AUTHORITY,0,77,67,77,79,50.0,True,True,34.48275862068966,0.6666666666666669
HATTHA KAKSEKAR,HATTHA BANK,1,69,86,46,71,33.33333333333333,True,False,53.333333333333336,0.4999999999999999
HANGZHOU WATER INDUSTRY GROUP,HANGZHOU WATER GROUP,1,82,86,82,100,75.0,True,True,55.172413793103445,0.8660254037844388
HANGZHOU WATER INDUSTRY GROUP,HANGZHOU WATER GROUP XIANGFU WATER PLANT,1,64,82,70,82,50.0,True,False,42.5,0.7071067811865475
SUNCORP CORPORATE SERVICES PTY,SUNCORP,1,38,100,38,100,25.0,True,False,23.333333333333332,0.5
SUNCORP CORPORATE SERVICES PTY,SUNCORPMETWAY,1,47,70,33,33,0.0,False,False,23.333333333333332,0.0
TIBCO SOFTWARE INDIA,TIBCO,0,40,100,40,100,33.33333333333333,True,False,25.0,0.5773502691896258
TIBCO SOFTWARE INDIA,TIBCO SOFTWARE,0,82,100,82,100,66.66666666666666,True,False,70.0,0.816496580927726
TIBCO SOFTWARE,TIBCO,1,53,100,53,100,50.0,True,False,35.714285714285715,0.7071067811865475
ADNOC REFINING,ADNOC REFINING,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
ALBERTS ORGANICS,ALBERT'S ORGANICS,1,97,94,91,97,33.33333333333333,False,True,35.294117647058826,0.4999999999999999
ALBERTSONS COMPANIES,ALBERTSON'S COMPANIES,1,98,95,93,98,33.33333333333333,False,True,42.857142857142854,0.4999999999999999
ALCALDIA ENVIGADO,ALCALDIA ENVIGADO,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
ALCALDIA ENVIGADO MUNICIPIO ENVIGADO,ALCALDIA ENVIGADO,1,64,100,64,100,66.66666666666666,True,True,47.22222222222222,0.8660254037844388
ALCOA WORLD ALUMINA BRASIL,ALCOA WORLD ALUMINA,0,84,100,84,100,75.0,True,False,73.07692307692307,0.8660254037844388
IS GROUP BV,IS GROUP BV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
IS GROUP BV,IS GROUP BV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KONINKLIJKE KPN NV,KONINKLIJKE KPN NV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KONINKLIJKE KPN NV,KONINKLIJKE KPN NV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN,KPN,0,100,100,100,100,100.0,True,True,100.0,1.0
KPN,KPN,1,100,100,100,100,100.0,True,True,100.0,1.0
KPN,KPN BV,0,67,100,67,100,50.0,True,False,50.0,0.7071067811865475
KPN BV,KPN BV,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
KPN BV,KPN BV,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
KPN BV MOBILE,KPN,0,38,100,38,100,33.33333333333333,True,False,23.076923076923077,0.5773502691896258
KPN BV MOBILE,KPN BV,0,63,100,63,100,66.66666666666666,True,False,46.15384615384615,0.816496580927726
KPN BV MOBILE,KPN BV MOBILE,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN CORPORATE MARKET BV,KPN CORPORATE MARKET BV,0,100,100,100,100,100.0,True,True,100.0,1.0
KPN CORPORATE MARKET BV,KPN,0,23,100,23,100,25.0,True,False,13.043478260869565,0.5
KPN CORPORATE MARKET BV TAV ACCOUNTS PAYABLE,KPN CORPORATE MARKET BV TAV ACCOUNTS PAYABLE,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999997
KPN CORPORATE MARKET BV TAV ACCOUNTS PAYABLE,KPN CORPORATE MARKET BV TAV ACCOUNTS PAYABLE,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999997
KPN CORPORATE MARKET BV TAV ACCOUNTS PAYABLE,KPN,0,13,100,13,100,14.285714285714285,True,False,6.8181818181818175,0.3779644730092272
KPN EURORINGS BV,KPN EURORINGS BV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN EURORINGS BV,KPN EURORINGS BV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN EURORINGS BV,KPN,0,32,100,32,100,33.33333333333333,True,False,18.75,0.5773502691896258
KPN IT SOLUTIONS,KPN IT SOLUTIONS,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN IT SOLUTIONS,KPN,0,32,100,32,100,33.33333333333333,True,False,18.75,0.5773502691896258
KPN ITNL,KPN ITNL,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
KPN ITNL,KPN ITNL,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
KPN ITNL,KPN,0,55,100,55,100,50.0,True,False,37.5,0.7071067811865475
KPN MOBILE HOLDING BV,KPN MOBILE HOLDING BV,0,100,100,100,100,100.0,True,True,100.0,1.0
KPN MOBILE HOLDING BV,KPN MOBILE HOLDING BV,1,100,100,100,100,100.0,True,True,100.0,1.0
KPN MOBILE HOLDING BV,KPN,0,25,100,25,100,25.0,True,False,14.285714285714285,0.5
KPN MOBILE INTERNATIONAL BV,KPN MOBILE INTERNATIONAL BV,0,100,100,100,100,100.0,True,True,100.0,1.0
KPN MOBILE INTERNATIONAL BV,KPN MOBILE INTERNATIONAL BV,1,100,100,100,100,100.0,True,True,100.0,1.0
KPN MOBILE INTERNATIONAL BV,KPN,0,20,100,20,100,25.0,True,False,11.11111111111111,0.5
KPN MOBILE NV,KPN MOBILE NV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN MOBILE NV,KPN MOBILE NV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN MOBILE NV,KPN,0,38,100,38,100,33.33333333333333,True,False,23.076923076923077,0.5773502691896258
KPN TELECOM BV,KPN TELECOM BV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN TELECOM BV,KPN TELECOM BV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN TELECOM BV,KPN,0,35,100,35,100,33.33333333333333,True,False,21.428571428571427,0.5773502691896258
KPN TELFORT BV,KPN TELFORT BV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN TELFORT BV,KPN TELFORT BV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
KPN TELFORT BV,KPN,0,35,100,35,100,33.33333333333333,True,False,21.428571428571427,0.5773502691896258
KPN TELFORT BV,KPN TELECOM BV,0,79,79,79,79,50.0,True,True,71.42857142857143,0.6666666666666669
KPN WHOLESALES AFDELING W O WS CUST OMER PERFORMAN,KPN WHOLESALES AFDELING W O WS CUST OMER PERFORMAN,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999997
KPN WHOLESALES AFDELING W O WS CUST OMER PERFORMAN,KPN WHOLESALES AFDELING W O WS CUST OMER PERFORMAN,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999997
KPN WHOLESALES AFDELING W O WS CUST OMER PERFORMAN,KPN,0,11,100,11,100,11.11111111111111,True,False,6.0,0.3779644730092272
KPNEURORINGS BV,KPNEURORINGS BV,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
KPNEURORINGS BV,KPNEURORINGS BV,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
KPNEURORINGS BV,KPN,0,33,100,33,33,0.0,False,False,20.0,0.0
ROUTIT BV,ROUTIT BV,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
ROUTIT BV,ROUTIT BV,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
TELFORT BV,TELFORT BV,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
TELFORT BV,TELFORT BV,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
TELFORT SERVICES BV,TELFORT SERVICES BV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
TELFORT SERVICES BV,TELFORT SERVICES BV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
TELFORT SERVICES BV,TELFORT BV,0,69,89,69,100,66.66666666666666,True,True,42.10526315789473,0.816496580927726
TELFORT ZAKELIJK BV,TELFORT ZAKELIJK BV,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
TELFORT ZAKELIJK BV,TELFORT ZAKELIJK BV,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
BUDERUS EDELSTAHLWERKE NL BV,BUDERUS EDELSTAHLWERKE NL BV,0,100,100,100,100,100.0,True,True,100.0,1.0
BUDERUS EDELSTAHLWERKE NL BV,BUDERUS EDELSTAHLWERKE NL BV,1,100,100,100,100,100.0,True,True,100.0,1.0
LSV MINERVA,LSV MINERVA,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
LSV MINERVA,LSV MINERVA,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
LUCHTVERKEERSLEID SCHIPHO RAYMOND PIJNENBURG,LUCHTVERKEERSLEID SCHIPHO RAYMOND PIJNENBURG,0,100,100,100,100,100.0,True,True,100.0,1.0
LUCHTVERKEERSLEID SCHIPHO RAYMOND PIJNENBURG,LUCHTVERKEERSLEID SCHIPHO RAYMOND PIJNENBURG,1,100,100,100,100,100.0,True,True,100.0,1.0
LUCHTVERKEERSLEIDING,LUCHTVERKEERSLEIDING,0,100,100,100,100,100.0,True,True,100.0,1.0
LUCHTVERKEERSLEIDING,LUCHTVERKEERSLEIDING,1,100,100,100,100,100.0,True,True,100.0,1.0
LUCHTVERKEERSLEIDING,LUCHTVERKEERSLEID SCHIPHO RAYMOND PIJNENBURG,0,62,92,62,62,0.0,False,False,38.63636363636363,0.0
LUCHTVERKEERSLEIDING NEDERLAND,LUCHTVERKEERSLEIDING NEDERLAND,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
LUCHTVERKEERSLEIDING NEDERLAND,LUCHTVERKEERSLEIDING NEDERLAND,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
LUCHTVERKEERSLEIDING NEDERLAND,LUCHTVERKEERSLEIDING,0,80,100,80,100,50.0,True,False,66.66666666666666,0.7071067811865475
LUCHTVERKEERSLEIDING NEDERLAND,LUCHTVERKEERSLEID SCHIPHO RAYMOND PIJNENBURG,0,62,75,68,68,0.0,False,False,40.909090909090914,0.0
LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,LUCHTVERKEERSLEIDING NEDERLAND,0,87,100,87,100,66.66666666666666,True,False,76.92307692307693,0.816496580927726
LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,LUCHTVERKEERSLEIDING,0,68,100,68,100,33.33333333333333,True,False,51.28205128205128,0.5773502691896258
LUCHTVERKEERSLEIDING NEDERLANDS,LUCHTVERKEERSLEIDING NEDERLANDS,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
LUCHTVERKEERSLEIDING NEDERLANDS,LUCHTVERKEERSLEIDING NEDERLANDS,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
LUCHTVERKEERSLEIDING NEDERLANDS,LUCHTVERKEERSLEIDING NEDERLAND MAGAZIJN,0,86,98,86,86,25.0,True,False,76.92307692307693,0.408248290463863
LUCHTVERKEERSLEIDING NEDERLANDS,LUCHTVERKEERSLEIDING NEDERLAND,0,98,100,98,98,33.33333333333333,True,False,96.7741935483871,0.4999999999999999
LUCHTVERKEERSLEIDING NEDERLANDS,LUCHTVERKEERSLEIDING,0,78,100,78,100,50.0,True,False,64.51612903225806,0.7071067811865475
H PRODUCTFULFILMENT BV,H PRODUCTFULFILMENT BV,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
H PRODUCTFULFILMENT BV,H PRODUCTFULFILMENT BV,1,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
NEDERLANDS KANKER INSTITUUT,NEDERLANDS KANKER INSTITUUT,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
NEDERLANDS KANKER INSTITUUT,NEDERLANDS KANKER INSTITUUT,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
NKI,NKI,0,100,100,100,100,100.0,True,True,100.0,1.0
NKI,NKI,1,100,100,100,100,100.0,True,True,100.0,1.0
STICHTING BIOMED NKI AVL,STICHTING BIOMED NKI AVL,0,100,100,100,100,100.0,True,True,100.0,1.0
STICHTING BIOMED NKI AVL,STICHTING BIOMED NKI AVL,1,100,100,100,100,100.0,True,True,100.0,1.0
MEDISIZE,MEDISIZE,0,100,100,100,100,100.0,True,True,100.0,1.0
MEDISIZE,MEDISIZE,1,100,100,100,100,100.0,True,True,100.0,1.0
MODULAR LIGHTING NEDERLAND BV,MODULAR LIGHTING NEDERLAND BV,0,100,100,100,100,100.0,True,True,100.0,1.0
MODULAR LIGHTING NEDERLAND BV,MODULAR LIGHTING NEDERLAND BV,1,100,100,100,100,100.0,True,True,100.0,1.0
PHILIPS,PHILIPS,0,100,100,100,100,100.0,True,True,100.0,1.0
PHILIPS,PHILIPS,1,100,100,100,100,100.0,True,True,100.0,1.0
PHILIPS ELECTRONICS NEDERLAND,PHILIPS ELECTRONICS NEDERLAND,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
PHILIPS ELECTRONICS NEDERLAND,PHILIPS ELECTRONICS NEDERLAND,1,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
PHILIPS ELECTRONICS NEDERLAND,PHILIPS,0,39,100,39,100,33.33333333333333,True,False,24.137931034482758,0.5773502691896258
PHILIPS ELECTRONICS NEDERLAND BV,PHILIPS ELECTRONICS NEDERLAND BV,0,100,100,100,100,100.0,True,True,100.0,1.0
PHILIPS ELECTRONICS NEDERLAND BV,PHILIPS ELECTRONICS NEDERLAND BV,1,100,100,100,100,100.0,True,True,100.0,1.0
PHILIPS ELECTRONICS NEDERLAND BV,PHILIPS ELECTRONICS NEDERLAND,0,95,100,95,100,75.0,True,False,90.625,0.8660254037844388
US FOODSERVICE,US FOOSERVICE,1,96,92,96,96,33.33333333333333,True,False,42.857142857142854,0.4999999999999999
US FOREST SERVICE ROCKY MOUNTAIN,US FOREST SERVICE ROCKY MTN,1,92,96,92,92,66.66666666666666,True,False,78.125,0.7999999999999999
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI BEIHAI BRANCH,0,94,92,94,94,71.42857142857143,True,True,72.5,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI CHONGZUO BRANCH,0,84,85,81,92,71.42857142857143,True,True,64.28571428571429,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI FANGCHENGGANG BRANCH,0,84,86,77,92,71.42857142857143,True,True,59.57446808510638,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI GUIGANG BRANCH,0,88,85,82,92,71.42857142857143,True,True,68.29268292682927,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI GUILIN BRANCH,0,89,87,84,92,71.42857142857143,True,True,70.0,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI HECHI BRANCH,0,90,90,85,92,71.42857142857143,True,True,87.17948717948718,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI HEZHOU BRANCH,0,89,87,84,92,71.42857142857143,True,True,67.5,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI LAIBIN BRANCH,0,91,90,84,92,71.42857142857143,True,True,72.5,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI LIUZHOU BRANCH,0,88,85,82,92,71.42857142857143,True,True,65.85365853658537,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI NANNING BRANCH,0,90,87,82,92,71.42857142857143,True,True,68.29268292682927,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI QINZHOU BRANCH,0,88,85,82,92,71.42857142857143,True,True,65.85365853658537,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI WUZHOU BRANCH,0,86,85,84,92,71.42857142857143,True,True,67.5,0.8333333333333336
CHINA MOBILE GROUP GUANGXI BAISE BRANCH,CHINA MOBILE GROUP GUANGXI YULIN BRANCH,0,90,90,85,92,71.42857142857143,True,True,87.17948717948718,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG DONGGUAN BRANCH,0,86,86,82,89,71.42857142857143,True,True,81.81818181818183,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG FOSHAN BRANCH,0,88,86,84,91,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG GUANGZHOU BRANCH,0,92,91,79,92,71.42857142857143,True,True,66.66666666666666,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG HEYUAN BRANCH,0,88,86,81,91,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG HUIZHOU BRANCH,0,94,93,80,94,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG JIANGMEN BRANCH,0,84,84,80,89,71.42857142857143,True,True,84.0909090909091,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG JIEYANG BRANCH,0,85,84,80,90,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG MAOMING BRANCH,0,87,86,80,90,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG MEIZHOU BRANCH,0,92,91,80,92,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG QINGYUAN BRANCH,0,84,84,80,89,71.42857142857143,True,True,81.81818181818183,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG SHANTOU BRANCH,0,92,91,80,92,71.42857142857143,True,True,70.45454545454545,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG SHANWEI BRANCH,0,87,86,80,90,71.42857142857143,True,True,70.45454545454545,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG SHENZHEN BRANCH,0,89,89,80,89,71.42857142857143,True,True,88.63636363636364,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG YANGJIANG BRANCH,0,83,82,79,89,71.42857142857143,True,True,64.44444444444444,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG YUNFU BRANCH,0,87,86,82,92,71.42857142857143,True,True,65.9090909090909,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG ZHANJIANG BRANCH,0,85,86,79,89,71.42857142857143,True,True,68.88888888888889,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG ZHAOQING BRANCH,0,89,89,80,89,71.42857142857143,True,True,88.63636363636364,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG ZHONGSHAN BRANCH,0,88,86,79,89,71.42857142857143,True,True,66.66666666666666,0.8333333333333336
CHINA MOBILE GROUP GUANGDONG CHAOZHOU BRANCH,CHINA MOBILE GROUP GUANGDONG ZHUHAI BRANCH,0,91,88,81,91,71.42857142857143,True,True,68.18181818181817,0.8333333333333336
CHINA MOBILE GROUP FUJIAN NINGDE BRANCH,CHINA MOBILE GROUP FUJIAN PUTIAN BRANCH,0,90,90,90,90,71.42857142857143,True,True,84.61538461538461,0.8333333333333336
CHINA MOBILE GROUP FUJIAN NINGDE BRANCH,CHINA MOBILE GROUP FUJIAN QUANZHOU BRANCH,0,85,82,85,90,71.42857142857143,True,True,63.41463414634146,0.8333333333333336
CHINA MOBILE GROUP FUJIAN NINGDE BRANCH,CHINA MOBILE GROUP FUJIAN SANMING BRANCH,0,94,92,94,94,71.42857142857143,True,True,67.5,0.8333333333333336
CHINA MOBILE GROUP FUJIAN NINGDE BRANCH,CHINA MOBILE GROUP FUJIAN XIAMEN BRANCH,0,90,90,90,90,71.42857142857143,True,True,87.17948717948718,0.8333333333333336
CHINA MOBILE GROUP FUJIAN NINGDE BRANCH,CHINA MOBILE GROUP FUJIAN ZHANGZHOU BRANCH,0,86,82,86,90,71.42857142857143,True,True,61.904761904761905,0.8333333333333336
CHINA MOBILE GROUP FUJIAN NANPING BRANCH,CHINA MOBILE GROUP FUJIAN NINGDE BRANCH,0,94,92,94,94,71.42857142857143,True,True,70.0,0.8333333333333336
GUANGZHOU AUTOMOBILE GROUP RND CENTER,GUANGZHOU AUTOMOBILE GROUP FINANCE,0,85,90,82,87,50.0,True,False,72.97297297297297,0.6708203932499369
GUANGZHOU AUTOMOBILE GROUP RND CENTER,GUANGZHOU AUTOMOBILE GROUP COMPONENT,0,85,87,85,85,50.0,True,False,72.97297297297297,0.6708203932499369
GENERAL COMISSION FOR SURVEY,GENERAL COMMISSION OF SURVEY,1,93,93,86,93,33.33333333333333,True,True,71.42857142857143,0.5
INSTITUTE OF PUBLIC ADMINISTRATION,INSTITUTE OF PUBLICADMINISTRATION,1,99,97,57,81,40.0,True,False,55.88235294117647,0.5773502691896258
INSTITUTE OF PUBLIC ADMINISTRATIO,INSTITUTE OF PUBLIC ADMINISTRATION,1,99,100,99,99,60.0,True,False,97.05882352941177,0.75
IPA INSTITUTE OF PUBLIC ADMINISTRATION,IPAINSTITUTE OF PUBLIC ADMINISTRATION,1,99,97,91,91,50.0,False,True,7.894736842105263,0.6708203932499369
MINISTRY OF COMMUNICATION AND IT,MINISTRY OF COMMUNICATIONS AND INFORMATION TECHNOLOGY MCIT,1,71,97,71,71,33.33333333333333,True,False,43.103448275862064,0.50709255283711
KKU KING KHALID UNIVERSITY,KING KHALID UNIVERSITYKKU,1,86,94,86,86,40.0,False,False,3.8461538461538463,0.5773502691896258
KING KHALED UNIVERSITYKKU,KING KHALED UNIVERSITY (KKU),1,94,94,86,86,40.0,True,False,78.57142857142857,0.5773502691896258
KING KHALED UNIVERSITYKKU,KING KHALED UNIVERSITY,1,94,100,94,94,50.0,True,False,88.0,0.6666666666666669
NATIONAL GUARD HEALTH AFFAIRS (NGHA),NATIONAL GUARD HEALTH AFFAIRS NGHA,1,97,97,100,100,66.66666666666666,True,False,83.33333333333334,0.9999999999999999
MINISTRY OF JUSTICE MOJ,MINISTY OF JUSTICE MOJ,1,98,95,98,98,60.0,False,True,26.08695652173913,0.75
MINISTRY OF JUSTICE MOJ,MINISTRY OF JUSTICE (MOJ),1,96,96,100,100,60.0,True,False,80.0,1.0
REGIE L ENERGIE,REGIE LENERGIE,0,97,93,90,90,25.0,True,False,46.666666666666664,0.4999999999999999
REFRESCOS BANDEIRANTES INDUSTRIAL E COMERCIO,REFRESCOS BANDEIRANTES INDUSTRY COM,1,86,92,86,86,28.57142857142857,True,False,68.18181818181817,0.5
REFINERIA CARTAGENA,REFINERIA CARTAGENA SAS,1,90,100,90,100,66.66666666666666,True,False,82.6086956521739,0.816496580927726
REFINERIA CARTAGA,REFINERIA CARTAGENA SAS,1,85,97,85,85,25.0,True,False,69.56521739130434,0.408248290463863
REFINERIA CARTAGA,REFINERIA CARTAGENA,1,94,97,94,94,33.33333333333333,True,False,84.21052631578947,0.4999999999999999
REED ELSEVIER,REED ELSEVIER TECHNOLOGY SERVICES,1,57,100,57,100,50.0,True,False,39.39393939393939,0.7071067811865475
TERREBONNE PARISH CONSOLIDATED,TERREBONNE PARISH CLERK OF COURT,0,71,82,68,72,33.33333333333333,True,False,59.375,0.5163977794943223
